"","DOIs","publication_year","resource_type"
"523","10.1039/c6an00890a",2016,"journal-article"
"524","10.1093/geroni/igy023.136",2018,"journal-article"
"525","10.1002/cphc.201700268",2017,"journal-article"
"526","10.1021/acs.langmuir.8b03182",2018,"journal-article"
"527","10.1055/s-0034-1394452",2015,"journal-article"
"528","10.1055/s-0044-101819",2018,"journal-article"
"529","10.1386/jucs_00012_1",2019,"journal-article"
"530","10.21203/rs.3.rs-46884/v2",2020,"posted-content"
"531","10.1177/0165025419885026",2019,"journal-article"
"532","10.1024/1010-0652/a000307",2021,"journal-article"
"533","10.1111/petr.13683",2020,"journal-article"
"534","10.1152/jn.00980.2014",2015,"journal-article"
"535","10.1055/a-1015-0096",2019,"journal-article"
"536","10.1002/chem.202102451",2021,"journal-article"
"537","10.1177/1747021820960693",2020,"journal-article"
"538","10.1093/scan/nsx090",2017,"journal-article"
"539","10.1080/13632752.2019.1591032",2019,"journal-article"
"540","10.1021/acs.jpclett.5b00243",2015,"journal-article"
"541","10.1002/ange.201605311",2016,"journal-article"
"542","10.1098/rsif.2020.0556",2020,"journal-article"
"543","10.1093/bioinformatics/btz528",2019,"journal-article"
"544","10.1093/pcp/pcy143",2018,"journal-article"
"545","10.1099/mic.0.000459",2017,"journal-article"
"546","10.1055/a-0632-3930",2018,"journal-article"
"547","10.1002/ange.202107158",2021,"journal-article"
"548","10.15252/embj.201898991",2018,"journal-article"
"549","10.1002/anie.201608028",2016,"journal-article"
"550","10.1002/jcsm.12731",2021,"journal-article"
"551","10.18632/oncotarget.25570",2018,"journal-article"
"552","10.1145/2933575.2934571",2016,"proceedings-article"
"553","10.1075/sll.20010.enn",2021,"journal-article"
"554","10.1002/ange.201608028",2016,"journal-article"
"555","10.1055/s-0041-1727378",2021,"proceedings-article"
"556","10.3233/tad-190227",2019,"journal-article"
"557","10.1002/ejic.201801400",2018,"journal-article"
"558","10.1167/19.10.83",2019,"journal-article"
"559","10.1027/1015-5759/a000258",2015,"journal-article"
"560","10.4018/978-1-7998-7103-3.ch002",2021,"book-chapter"
"561","10.1177/1071181319631126",2019,"journal-article"
"562","10.1093/braincomms/fcaa021",2020,"journal-article"
"563","10.1111/joa.12873",2018,"journal-article"
"564","10.1177/1463499617747176",2018,"journal-article"
"565","10.1177/2055217318796684",2018,"journal-article"
"566","10.21203/rs.3.rs-148392/v1",2021,"posted-content"
"567","10.1111/aos.13716",2018,"journal-article"
"568","10.1111/acv.12606",2020,"journal-article"
"569","10.1111/imcb.12457",2021,"journal-article"
"570","10.1080/0167482x.2019.1624951",2019,"journal-article"
"571","10.1080/13607863.2021.1913475",2021,"journal-article"
"572","10.1039/c6cy02369j",2017,"journal-article"
"573","10.1111/psyp.13463",2019,"journal-article"
"574","10.1080/07352166.2019.1629819",2019,"journal-article"
"575","10.7554/elife.26933.022",2017,"peer-review"
"576","10.1002/ange.201605302",2016,"journal-article"
"577","10.1002/ejic.201800564",2018,"journal-article"
"578","10.1002/9783527808465.emc2016.6362",2016,"reference-entry"
"579","10.1039/c6cp01625a",2016,"journal-article"
"580","10.1021/acs.jpcc.5b07154",2015,"journal-article"
"581","10.1093/geroni/igy023.3233",2018,"journal-article"
"582","10.1080/10556788.2017.1387256",2017,"journal-article"
"583","10.1063/5.0056346",2021,"journal-article"
"584","10.1002/pssr.201510258",2015,"journal-article"
"585","10.7554/elife.26933",2017,"journal-article"
"586","10.1287/moor.2017.0848",2017,"journal-article"
"587","10.1024/1010-0652/a000203",2017,"journal-article"
"588","10.1142/9781786344243_0003",2017,"book-chapter"
"589","10.1039/c4dt03846k",2015,"journal-article"
"590","10.1002/sono.12265",2021,"journal-article"
"591","10.1177/0032321718774685",2018,"journal-article"
"592","10.1039/c5cc01447f",2015,"journal-article"
"593","10.1080/24751839.2021.1950319",2021,"journal-article"
"594","10.1039/c5cp05088j",2015,"journal-article"
"595","10.1039/c5sc00877h",2015,"journal-article"
"596","10.1055/a-0856-6545",2019,"journal-article"
"597","10.1055/s-0043-118791",2017,"journal-article"
"598","10.3233/ch-201035",2021,"journal-article"
"599","10.1021/acs.chemmater.7b01165",2017,"journal-article"
"600","10.1167/17.13.2",2017,"journal-article"
"601","10.1039/c4sc01974a",2015,"journal-article"
"602","10.1128/jb.00520-15",2016,"journal-article"
"603","10.1093/migration/mny005",2018,"journal-article"
"604","10.1117/12.2236846",2016,"proceedings-article"
"605","10.1177/0271678x20915801",2020,"journal-article"
"606","10.1177/0963689721992065",2021,"journal-article"
"607","10.1002/brb3.1745",2020,"journal-article"
"608","10.3892/mco.2020.2182",2020,"journal-article"
"609","10.1163/15685411-bja10009",2020,"journal-article"
"610","10.1080/00036846.2019.1673299",2019,"journal-article"
"611","10.1002/cbic.201600687",2017,"journal-article"
"612","10.1021/acs.jpcc.8b01998",2018,"journal-article"
"613","10.1093/neuros/nyy383",2018,"journal-article"
"614","10.1002/ece3.6025",2020,"journal-article"
"615","10.1080/02713683.2018.1490773",2018,"journal-article"
"616","10.1111/tpj.15293",2021,"journal-article"
"617","10.1055/a-1250-8957",2020,"journal-article"
"618","10.1177/0301006619867868",2019,"journal-article"
"619","10.1080/13803611.2018.1550840",2018,"journal-article"
"620","10.1055/s-0038-1671418",2018,"proceedings-article"
"621","10.1145/3377811.3380363",2020,"proceedings-article"
"622","10.1002/anie.202107158",2021,"journal-article"
"623","10.18632/aging.202978",2021,"journal-article"
"624","10.1002/path.5569",2020,"journal-article"
"625","10.7554/elife.62019.sa2",2021,"peer-review"
"626","10.7554/elife.62019",2021,"journal-article"
"627","10.1055/s-0044-101814",2018,"journal-article"
"628","10.1093/plcell/koab018",2021,"journal-article"
"629","10.1093/plcell/koab017",2021,"journal-article"
"630","10.1002/anie.201609989",2017,"journal-article"
"631","10.1080/08039488.2018.1457178",2018,"journal-article"
"632","10.1024/1661-4747/a000267",2016,"journal-article"
"633","10.1111/imig.12286",2016,"journal-article"
"634","10.1002/asia.201701277",2017,"journal-article"
"635","10.1163/15685411-00002965",2016,"journal-article"
"636","10.1021/acs.orglett.5b00887",2015,"journal-article"
"637","10.1002/anie.201600507",2016,"journal-article"
"638","10.1080/16138171.2019.1577328",2019,"journal-article"
"639","10.1530/eje-20-0566",2020,"journal-article"
"640","10.1055/a-1520-1972",2021,"journal-article"
"641","10.1055/s-0038-1671562",2018,"proceedings-article"
"642","10.1126/sciadv.abf1973",2021,"journal-article"
"643","10.1055/s-0038-1671616",2018,"proceedings-article"
"644","10.1002/9783527683734.ch5",2016,"book-chapter"
"645","10.1002/andp.201800196",2018,"journal-article"
"646","10.1021/acs.jpcc.7b08150",2017,"journal-article"
"647","10.1021/acs.jpcc.6b07434",2016,"journal-article"
"648","10.1002/jms.4382",2019,"journal-article"
"649","10.1002/ejic.201600652",2016,"journal-article"
"650","10.1021/acs.jpcc.0c00294",2020,"journal-article"
"651","10.1515/bd-2021-0077",2021,"journal-article"
"652","10.1021/acs.jctc.8b01122",2018,"journal-article"
"653","10.1039/c5cp03844h",2015,"journal-article"
"654","10.1021/acs.jpclett.5b00885",2015,"journal-article"
"655","10.1021/acs.jpclett.5b02245",2015,"journal-article"
"656","10.1002/celc.201800477",2018,"journal-article"
"657","10.1055/a-1097-7675",2020,"journal-article"
"658","10.1080/21695717.2021.1943780",2021,"journal-article"
"659","10.26508/lsa.201900402",2019,"journal-article"
"660","10.1002/leap.1113",2017,"journal-article"
"661","10.1002/anie.201605302",2016,"journal-article"
"662","10.1515/itit-2019-0032",2020,"journal-article"
"663","10.1002/ejic.201900921",2019,"journal-article"
"664","10.1002/ange.201600507",2016,"journal-article"
"665","10.1002/smll.201500162",2015,"journal-article"
"666","10.1002/pra2.2016.14505301044",2016,"journal-article"
"667","10.1145/3319535.3363228",2019,"proceedings-article"
"668","10.1155/2021/8820216",2021,"journal-article"
"669","10.1055/a-1202-9451",2020,"journal-article"
"670","10.1021/acs.jpcb.9b10710",2020,"journal-article"
"671","10.1093/rheumatology/keab519",2021,"journal-article"
"672","10.1177/1943387520940180",2020,"journal-article"
"673","10.1080/21622671.2021.1941231",2021,"journal-article"
"674","10.1177/0284185119891689",2019,"journal-article"
"675","10.1002/ange.201609989",2017,"journal-article"
"676","10.1111/efp.12206",2015,"journal-article"
"677","10.1002/anie.201705339",2017,"journal-article"
"678","10.1055/a-1345-9784",2021,"journal-article"
"679","10.1177/0145561320950595",2020,"journal-article"
"680","10.1055/a-1349-1482",2021,"journal-article"
"681","10.15252/emmm.202114123",2021,"journal-article"
"682","10.1093/geroni/igz038.1625",2019,"journal-article"
"683","10.1002/cbf.3608",2021,"journal-article"
"684","10.21468/scipostphys.6.5.058",2019,"journal-article"
"685","10.1111/apha.13403",2019,"journal-article"
"686","10.1111/psyp.12676",2016,"journal-article"
"687","10.1111/tpj.14138",2018,"journal-article"
"688","10.7554/elife.13343",2016,"journal-article"
"689","10.1177/0013916517722178",2017,"journal-article"
"690","10.1002/jms.3627",2015,"journal-article"
"691","10.1002/ana.25963",2020,"journal-article"
"692","10.1152/jn.00463.2017",2018,"journal-article"
"693","10.1080/15622975.2017.1372628",2017,"journal-article"
"694","10.1152/jn.00206.2016",2016,"journal-article"
"695","10.14220/mdge.2018.65.2.139",2018,"journal-article"
"696","10.1515/stuf-2021-1035",2021,"journal-article"
"697","10.1002/ange.201705339",2017,"journal-article"
"698","10.1515/jpm-2020-0575",2021,"journal-article"
"699","10.1093/brain/awy102",2018,"journal-article"
"700","10.1177/0145561320920745",2020,"journal-article"
"701","10.1080/02640414.2021.1959981",2021,"journal-article"
"702","10.1111/vox.13105",2021,"journal-article"
"703","10.1155/2019/7568098",2019,"journal-article"
"704","10.1055/s-0043-118799",2017,"journal-article"
"705","10.1126/sciadv.abg4693",2021,"journal-article"
"706","10.1155/2019/9356728",2019,"journal-article"
"707","10.1111/apha.13096",2018,"journal-article"
"708","10.1093/eurpub/ckab079",2021,"journal-article"
"709","10.1111/apha.13173",2018,"journal-article"
"710","10.1111/eci.13077",2019,"journal-article"
"711","10.1080/21711976.2014.1002206",2015,"journal-article"
"712","10.1177/0011392117737817",2017,"journal-article"
"713","10.1111/jedm.12106",2016,"journal-article"
"714","10.1075/la.250.09ald",2018,"book-chapter"
"715","10.1111/gec3.12201",2015,"journal-article"
"716","10.1055/s-0038-1671428",2018,"proceedings-article"
"717","10.1002/tsm2.106",2019,"journal-article"
"718","10.1515/jib-2016-299",2016,"journal-article"
"719","10.1177/13524585211003479",2021,"journal-article"
"720","10.1002/adma.201803748",2018,"journal-article"
"721","10.1093/braincomms/fcz026",2019,"journal-article"
"722","10.7554/elife.13343.019",2016,"peer-review"
"723","10.3171/2018.7.jns181478",2019,"journal-article"
"724","10.15252/embr.201948530",2020,"journal-article"
"725","10.1111/jzs.12246",2018,"journal-article"
"726","10.1002/brb3.1271",2019,"journal-article"
"727","10.1055/a-0715-7961",2018,"journal-article"
"728","10.1167/iovs.18-23789",2018,"journal-article"
"729","10.1515/srsr-2018-0015",2018,"journal-article"
"730","10.1080/1747423x.2020.1811791",2020,"journal-article"
"731","10.1055/s-0038-1671367",2018,"proceedings-article"
"732","10.21203/rs.3.rs-471471/v1",2021,"posted-content"
"733","10.1002/advs.202100215",2021,"journal-article"
"734","10.1002/ece3.5992",2020,"journal-article"
"735","10.1080/02713683.2020.1842459",2020,"journal-article"
"736","10.1111/ajt.16122",2020,"journal-article"
"737","10.1145/2881025.2881033",2016,"proceedings-article"
"738","10.1039/c4pp00229f",2015,"journal-article"
"739","10.1145/3242153.3242155",2018,"proceedings-article"
"740","10.1163/15691330-bja10017",2020,"journal-article"
"741","10.1177/13524585211032801",2021,"journal-article"
"742","10.1026/1612-5010/a000242",2018,"journal-article"
"743","10.1515/stuf-2021-1034",2021,"journal-article"
"744","10.1098/rstb.2014.0204",2015,"journal-article"
"745","10.1111/sms.13019",2018,"journal-article"
"746","10.1080/23746149.2020.1749883",2020,"journal-article"
"747","10.1111/all.13414",2018,"journal-article"
"748","10.1055/s-0035-1546193",2015,"journal-article"
"749","10.1242/jeb.120378",2015,"journal-article"
"750","10.1021/acs.bioconjchem.7b00382",2017,"journal-article"
"751","10.1021/acssynbio.6b00028",2016,"journal-article"
"752","10.1142/s0129065717500071",2017,"journal-article"
"753","10.1021/acs.biochem.7b00390",2017,"journal-article"
"754","10.1287/mnsc.2018.3165",2020,"journal-article"
"755","10.1002/admi.202100596",2021,"journal-article"
"756","10.1002/admi.201600313",2016,"journal-article"
"757","10.1021/acsanm.0c00319",2020,"journal-article"
"758","10.1177/1367549420919864",2020,"journal-article"
"759","10.1021/acs.orglett.6b01287",2016,"journal-article"
"760","10.1093/gerona/glz297",2020,"journal-article"
"761","10.4055/cios20275",2021,"journal-article"
"762","10.1021/acs.analchem.0c00271",2020,"journal-article"
"763","10.7554/elife.67171.sa2",2021,"peer-review"
"764","10.1055/s-0037-1619300",2018,"journal-article"
"765","10.1080/09602011.2017.1418392",2018,"journal-article"
"766","10.1080/14656566.2018.1540592",2018,"journal-article"
"767","10.1111/cmi.12679",2016,"journal-article"
"768","10.3233/ch-1990-10613",2016,"journal-article"
"769","10.3171/2020.10.peds20839",2021,"journal-article"
"770","10.1080/02713683.2018.1538459",2018,"journal-article"
"771","10.1021/acs.chemmater.6b05027",2017,"journal-article"
"772","10.1098/rspa.2016.0919",2017,"journal-article"
"773","10.1152/ajplung.00505.2020",2021,"journal-article"
"774","10.1039/d1ce00642h",2021,"journal-article"
"775","10.1093/cid/ciab199",2021,"journal-article"
"776","10.1152/jn.00354.2014",2015,"journal-article"
"777","10.1096/fj.202000408rr",2020,"journal-article"
"778","10.1055/a-1134-2021",2020,"journal-article"
"779","10.1039/c9dt00991d",2019,"journal-article"
"780","10.1039/c5cp05454k",2015,"journal-article"
"781","10.1093/ejcts/ezy377",2018,"journal-article"
"782","10.1177/0284185117730101",2017,"journal-article"
"783","10.1002/9781118696880.ch4.1",2017,"book-chapter"
"784","10.1080/17567505.2017.1291595",2017,"journal-article"
"785","10.1080/13563467.2021.1961221",2021,"journal-article"
"786","10.1055/s-0037-1615314",2018,"proceedings-article"
"787","10.1002/mdc3.12949",2020,"journal-article"
"788","10.1142/9789814566070_0005",2020,"book-chapter"
"789","10.1002/glia.23234",2017,"journal-article"
"790","10.1093/jac/dkz195",2019,"journal-article"
"791","10.4018/978-1-7998-7103-3.ch001",2021,"book-chapter"
"792","10.1093/nop/npz052",2019,"journal-article"
"793","10.1027/1015-5759/a000567",2020,"journal-article"
"794","10.1155/2017/1807056",2017,"journal-article"
"795","10.1259/dmfr.20210168",2021,"journal-article"
"796","10.1021/acs.jpclett.8b03191",2018,"journal-article"
"797","10.1055/a-1408-6551",2021,"journal-article"
"798","10.1002/cpmo.84",2020,"journal-article"
"799","10.1002/chem.201903820",2019,"journal-article"
"800","10.1002/tsm2.95",2019,"journal-article"
"801","10.1055/s-0038-1642035",2018,"journal-article"
"802","10.1002/9781119312994.apr0303",2018,"reference-entry"
"803","10.1063/1.4967834",2016,"journal-article"
"804","10.1145/3283458.3283513",2018,"proceedings-article"
"805","10.1039/c7cs00112f",2017,"journal-article"
"806","10.1214/20-aap1581",2021,"journal-article"
"807","10.1055/a-1243-3008",2019,"journal-article"
"808","10.1080/10253890.2019.1593364",2019,"journal-article"
"809","10.1021/jacs.8b02982",2018,"journal-article"
"810","10.1063/1.4926574",2015,"journal-article"
"811","10.1021/jacs.6b08646",2016,"journal-article"
"812","10.1093/nar/gkaa990",2020,"journal-article"
"813","10.1093/rof/rfv062",2016,"journal-article"
"814","10.1093/bioinformatics/btx351",2017,"journal-article"
"815","10.1002/zaac.201800100",2018,"journal-article"
"816","10.1055/s-0042-109978",2016,"journal-article"
"817","10.1055/a-0871-8170",2019,"journal-article"
"818","10.1177/1359105317751618",2018,"journal-article"
"819","10.1039/d0cp06085b",2021,"journal-article"
"820","10.1055/s-0041-1727381",2021,"proceedings-article"
"821","10.1002/ejoc.201601058",2016,"journal-article"
"822","10.1080/09273972.2021.1871635",2021,"journal-article"
"823","10.1039/c6ra01080f",2016,"journal-article"
"824","10.1177/2058460117727315",2017,"journal-article"
"825","10.1515/abitech-2018-2002",2018,"journal-article"
"826","10.1111/ene.14801",2021,"journal-article"
"827","10.1177/0956797618782181",2018,"journal-article"
"828","10.1109/icip.2018.8451038",2018,"proceedings-article"
"829","10.1055/s-0040-1722612",2021,"journal-article"
"830","10.1530/ec-18-0160",2018,"journal-article"
"831","10.1098/rsos.170185",2017,"journal-article"
"832","10.1080/13504851.2017.1346358",2017,"journal-article"
"833","10.1024/1016-264x/a000294",2020,"journal-article"
"834","10.1002/ange.201709554",2018,"journal-article"
